Date,VisitingTeam,VisitingTeamScore,HomeTeam,HomeTeamScore
202,SoCarolinaSt,63,NCCentral,64
202,MorganState,95,CoppinState,82
202,MDBaltimoreCo,75,NJIT,71
203,Elon,57,JamesMadison,78
203,HoustonU,73,EastCarolina,82
203,Fordham,54,Massachusetts,60
203,SouthCarolina,72,Florida,66
203,NCGreensboro,85,TheCitadel,66
203,ETennesseeSt,70,Mercer,64
203,Chattanooga,74,WesternCarolina,67
203,SetonHall,60,Providence,43
203,VirginiaTech,72,Pittsburgh,83
203,VCU,63,RhodeIsland,62
203,LSU,60,Alabama,78
203,VMI,84,Wofford,80
203,SaintLouis,75,LaSalle,82
203,WesternMichigan,76,BowlingGreen,70
203,CentralFlorida,61,MemphisU,75
203,Tulane,67,WichitaState,75
203,OklahomaState,78,TCU,81
203,Villanova,59,St.Johns,70
203,Georgetown,86,Creighton,79
203,Virginia,64,NCState,57
203,SMU,65,Tulsa,63
203,Kentucky,70,Missouri,75
203,StephenF.Austin,84,TexasA&MCorpus,75
203,IncarnateWord,67,Lamar,58
204,TennesseeState,60,SIUEdwardsville,68
204,Arizona,58,UtahU,73
204,MurrayState,56,MoreheadState,66
204,OhioState,89,Iowa,85
204,BYU,105,PortlandU,60
204,Cincinnati,63,Temple,60
204,AustinPeay,94,EasternKentucky,79
204,Belmont,89,EasternIllinois,61
204,Stanford,70,California,55
204,WashingtonU,71,OregonState,91
204,MontanaState,88,WeberState,96
204,EasternWashington,89,IdahoU,75
204,TennesseeTech,64,SEMissouriSt,68
204,JacksonvilleSt,82,TennMartin,70
204,ColoradoState,74,Wyoming,72
204,UtahState,69,FresnoState,53
204,Minnesota,72,Rutgers,76
204,Montana,70,PortlandState,64
204,WashingtonState,74,Oregon,71
204,Gonzaga,76,Pacific,58
204,Wagner,74,St.FrancisNY,67
204,St.FrancisPA,62,Merrimack,68
204,USCUpstate,61,Radford,63
204,FairDickinson,78,LongIsland,70
204,Presbyterian,53,GardnerWebb,59
205,NorthDakota,85,DenverU,82
205,SouthernMiss,62,Rice,88
205,IUPUI,80,WiscGreenBay,71
205,ArkansasLR,47,TexasState,57
205,NorthernKentucky,87,WiscMilwaukee,73
205,IPFW,72,DetroitU,82
205,TexSanAntonio,87,FloridaIntl,80
205,UCDavis,77,CSNorthridge,80
205,ULLafayette,87,ArkansasState,95
205,Marshall,81,OldDominion,82
205,CoastalCarolina,65,SouthAlabama,71
205,ULMonroe,56,UTArlington,63
205,Maryland,50,PennState,55
205,ClevelandState,80,Oakland,72
205,YoungstownState,84,RobertMorris,78
205,CharlotteU,65,MiddleTennSt,66
205,GeorgeMason,65,Dayton,74
205,GeorgiaSouthern,56,Troy,68
205,Akron,72,KentState,61
205,CSBakersfield,53,CalIrvine,70
205,UTEP,51,UAB,63
205,WrightState,72,IllinoisChicago,47
205,LouisianaTech,68,NorthTexas,63
205,WesternIllinois,85,NebraskaOmaha,77
205,OralRoberts,54,NorthDakotaState,61
205,SouthDakota,64,SouthDakotaState,56
205,CaliforniaBaptist,85,NewMexicoState,75
205,Monmouth,70,Manhattan,65
205,BoiseState,72,Nevada,74
205,SeattleU,76,DixieState,77
205,CalPolySLO,68,Hawaii,84
205,UMassLowell,74,NewHampshire,69
205,Wagner,84,St.FrancisNY,81
205,St.FrancisPA,54,Merrimack,59
205,USCUpstate,66,Radford,102
205,NorthAlabama,60,FlaGulfCoast,86
205,Presbyterian,64,GardnerWebb,91
206,Depaul,58,Butler,68
206,IowaState,72,Oklahoma,79
206,NCState,81,BostonCollege,65
206,VirginiaTech,80,MiamiFlorida,76
206,SetonHall,80,Connecticut,73
206,Toledo,67,BallState,81
206,Alabama,65,Missouri,68
206,LaSalle,68,Fordham,76
206,WesternCarolina,63,TheCitadel,74
206,Towson,88,CollCharleston,90
206,Belmont,94,SIUEdwardsville,62
206,Evansville,55,LoyolaChicago,68
206,Drake,80,Valparaiso,77
206,NorthDakota,81,DenverU,85
206,MontanaState,74,WeberState,82
206,TexSanAntonio,90,FloridaIntl,47
206,St.Johns,92,Providence,81
206,Syracuse,61,Clemson,78
206,LouisianaTech,55,NorthTexas,57
206,Kansas,79,WestVirginia,91
206,EastCarolina,59,MemphisU,66
206,St.Bonaventure,59,SaintLouis,70
206,Drexel,73,Hofstra,71
206,WesternMichigan,67,CentralMichigan,65
206,AustinPeay,74,MoreheadState,75
206,MiamiOhio,64,Buffalo,88
206,Wisconsin,60,Illinois,75
206,MissouriSt,74,IllinoisState,67
206,NorthernKentucky,79,WiscMilwaukee,65
206,Texas,67,OklahomaState,75
206,Montana,56,PortlandState,61
206,IdahoU,64,EasternWashington,90
206,MississippiSt,75,SouthCarolina,59
206,AirForce,58,UNLV,68
206,WashingtonU,74,Oregon,86
206,MurrayState,76,EasternKentucky,64
206,SoIllinois,66,Bradley,74
206,TexasTech,73,KansasState,62
206,Mississippi,86,Auburn,84
206,Pittsburgh,66,Virginia,73
206,Chattanooga,67,ETennesseeSt,65
206,Northwestern,70,Purdue,75
206,YoungstownState,70,RobertMorris,66
206,TennesseeTech,64,TennMartin,66
206,Creighton,71,Marquette,68
206,CharlotteU,60,MiddleTennSt,73
206,ULMonroe,52,UTArlington,58
206,JacksonvilleSt,66,SEMissouriSt,54
206,CoastalCarolina,66,SouthAlabama,70
206,SouthernMiss,68,Rice,76
206,IUPUI,72,WiscGreenBay,79
206,ClevelandState,80,Oakland,78
206,TennesseeState,72,EasternIllinois,86
206,UTEP,60,UAB,75
206,ULLafayette,77,ArkansasState,83
206,ArkansasLR,67,TexasState,77
206,GeorgiaSouthern,79,Troy,64
206,IPFW,56,DetroitU,83
206,UCDavis,75,CSNorthridge,63
206,Vanderbilt,70,Georgia,73
206,ColoradoState,68,Wyoming,59
206,WashingtonState,66,OregonState,68
206,NorthCarolina,91,Duke,87
206,Wofford,75,Furman,67
206,CentralFlorida,65,Tulsa,58
206,IndianaState,61,NorthernIowa,57
206,Nebraska,56,MichiganState,66
206,Marshall,87,OldDominion,67
206,Tennessee,82,Kentucky,71
206,Arizona,79,Colorado,82
206,Massachusetts,75,RhodeIsland,63
206,WrightState,77,IllinoisChicago,57
206,NotreDame,80,GeorgiaTech,82
206,WesternIllinois,75,NebraskaOmaha,73
206,OralRoberts,80,NorthDakotaState,74
206,SouthDakota,78,SouthDakotaState,89
206,CaliforniaBaptist,70,NewMexicoState,97
206,Monmouth,71,Manhattan,69
206,SeattleU,77,DixieState,56
206,UCLA,48,USC,66
206,CSBakersfield,62,CalIrvine,57
206,CalPolySLO,64,Hawaii,81
206,Pepperdine,91,PortlandU,70
206,UMassLowell,63,NewHampshire,74
206,McNeeseState,80,CentralArkansas,70
206,IncarnateWord,58,TexasA&MCorpus,53
206,JacksonState,74,AlcornState,66
206,Lipscomb,69,Stetson,61
206,Jacksonville,44,Bellarmine,63
206,AbileneChristian,77,Lamar,62
206,ArkPineBluff,67,AlabamaState,73
206,MissValleySt,58,AlabamaA&M,93
206,Grambling,72,Southern,69
206,NichollsState,71,SamHoustonSt,78
206,NorthAlabama,60,FlaGulfCoast,69
206,UTRioGrandeValley,75,TexasSouthern,77
207,Cincinnati,64,Tulane,61
207,Iowa,65,IndianaU,67
207,Towson,53,CollCharleston,66
207,Evansville,58,LoyolaChicago,69
207,Drake,57,Valparaiso,74
207,Drexel,74,Hofstra,79
207,Georgetown,74,Villanova,84
207,MissouriSt,72,IllinoisState,62
207,Temple,67,WichitaState,70
207,IndianaState,67,NorthernIowa,70
207,BoiseState,62,Nevada,73
207,SoIllinois,69,Bradley,68
207,Quinnipiac,78,Fairfield,63
207,California,70,Stanford,76
207,MDBaltimoreCo,71,StonyBrook,65
207,HighPoint,72,Hampton,58
207,CoppinState,72,NorfolkState,84
207,Lafayette,62,LoyolaMaryland,75
208,Quinnipiac,70,Fairfield,77
208,EasternKentucky,78,SIUEdwardsville,74
208,SMU,71,EastCarolina,56
208,NCGreensboro,49,Furman,68
208,Samford,82,Mercer,89
208,OregonState,49,Colorado,78
208,AustinPeay,75,TennMartin,76
208,Nebraska,61,Minnesota,79
208,AirForce,64,UNLV,69
208,OhioState,73,Maryland,65
208,OklahomaState,66,Kansas,78
208,SanJoseState,54,SanDiegoState,85
208,Gonzaga,82,BYU,71
208,MDBaltimoreCo,60,StonyBrook,48
208,HighPoint,71,Hampton,76
208,GardnerWebb,69,USCUpstate,77
208,St.FrancisNY,84,LongIsland,96
208,NCCentral,50,FloridaA&M,59
208,LoyolaMaryland,76,Lafayette,80
208,CoppinState,74,NorfolkState,64
208,AbileneChristian,82,TexasA&MCorpus,69
208,ArkPineBluff,55,AlabamaA&M,56
208,Grambling,67,AlcornState,62
208,JacksonState,57,Southern,53
208,MissValleySt,68,AlabamaState,65
209,SouthAlabama,70,GeorgiaState,67
209,NotreDame,93,Duke,89
209,Syracuse,77,NCState,68
209,Alabama,81,SouthCarolina,78
209,Arkansas,81,Kentucky,80
209,PennState,58,MichiganState,60
209,KentState,71,BowlingGreen,67
209,Texas,80,KansasState,77
209,Auburn,73,Vanderbilt,67
209,WestVirginia,82,TexasTech,71
209,Creighton,63,Georgetown,48
209,IowaState,76,TCU,79
209,St.Johns,73,Butler,76
209,VCU,76,Dayton,67
209,JamesMadison,70,Elon,61
209,LaSalle,73,St.Bonaventure,86
209,NCCentral,47,FloridaA&M,60
210,Connecticut,59,Providence,70
210,Furman,58,NCGreensboro,64
210,Tulane,58,Tulsa,48
210,Pepperdine,76,SanFrancisco,68
210,OldDominion,78,CharlotteU,76
210,WichitaState,61,CentralFlorida,60
210,Rutgers,66,Iowa,79
210,HoustonU,82,SouthFlorida,65
210,ETennesseeSt,71,TheCitadel,79
210,VMI,72,WesternCarolina,74
210,WakeForest,69,BostonCollege,65
210,Fordham,45,GeorgeMason,77
210,Chattanooga,78,Wofford,66
210,Virginia,57,GeorgiaTech,49
210,Bradley,76,Valparaiso,52
210,NorthernIowa,59,Drake,80
210,Georgia,81,Tennessee,89
210,SoIllinois,53,MissouriSt,65
210,Mercer,77,Samford,70
210,RhodeIsland,60,SaintLouis,67
210,IndianaU,79,Northwestern,76
210,Missouri,59,Mississippi,80
210,LSU,94,MississippiSt,80
210,Marquette,64,Villanova,96
210,SanJoseState,55,SanDiegoState,77
210,Wisconsin,61,Nebraska,48
210,TexasA&MCorpus,68,StephenF.Austin,80
210,SELouisiana,61,SamHoustonSt,79
210,NorthwesternSt,68,IncarnateWord,67
210,NichollsState,76,Lamar,71
210,HoustonBaptist,59,AbileneChristian,88
211,PortlandU,57,Pacific,84
211,GeorgiaSouthern,75,GeorgiaState,79
211,UtahU,76,California,75
211,Colorado,69,Stanford,51
211,TexasState,63,UTArlington,56
211,IowaState,64,Kansas,97
211,EasternWashington,93,MontanaState,77
211,Troy,70,SouthAlabama,73
211,WeberState,67,Montana,80
211,ULMonroe,72,ULLafayette,66
211,OregonState,61,Arizona,70
211,Purdue,68,Minnesota,71
211,TennMartin,50,AustinPeay,71
211,EasternIllinois,64,JacksonvilleSt,76
211,IdahoU,43,IdahoState,69
211,Oregon,75,ArizonaState,64
211,MoreheadState,79,TennesseeState,66
211,EasternKentucky,74,Belmont,92
211,SIUEdwardsville,81,TennesseeTech,63
211,FresnoState,69,AirForce,63
211,UNLV,66,BoiseState,78
211,USC,69,WashingtonU,54
211,UCLA,73,WashingtonState,81
211,FairDickinson,72,Wagner,76
211,CharlestonSou,73,HighPoint,77
211,Winthrop,80,Radford,64
211,Presbyterian,85,Hampton,70
211,GardnerWebb,54,Longwood,57
211,LongIsland,60,MountStMarys,66
211,USCUpstate,71,Campbell,72
211,St.FrancisNY,70,St.FrancisPA,67
211,Merrimack,62,CentralConn,46
212,IllinoisChicago,69,IUPUI,89
212,Canisius,74,Quinnipiac,67
212,IPFW,70,YoungstownState,84
212,NorthernKentucky,82,WiscGreenBay,86
212,Manhattan,67,Iona,85
212,MiddleTennSt,79,Marshall,107
212,LongBeachState,66,UCDavis,68
212,Tulane,49,CentralFlorida,53
212,FlaAtlantic,80,TexSanAntonio,84
212,Oakland,82,RobertMorris,88
212,WiscMilwaukee,81,WrightState,92
212,CalIrvine,65,CalRiverside,86
212,Akron,83,MiamiOhio,76
212,St.Bonaventure,64,VCU,67
212,UCSanDiego,71,CSBakersfield,76
212,UAB,58,LouisianaTech,70
212,DenverU,69,WesternIllinois,75
212,NorthTexas,65,SouthernMiss,49
212,Rice,71,WesternKentucky,77
212,NebraskaOmaha,52,UMKC,62
212,DixieState,72,UtahValley,87
212,ArkansasLR,62,ArkansasState,73
212,GeorgiaTech,72,Clemson,74
212,Illinois,77,Nebraska,72
212,DetroitU,89,ClevelandState,83
212,FloridaIntl,59,UTEP,75
212,NewMexicoState,72,SeattleU,83
212,CalSantaBarbara,59,Hawaii,50
212,Temple,69,Cincinnati,71
212,SEMissouriSt,60,MurrayState,80
212,WesternMichigan,54,Buffalo,86
212,Presbyterian,57,Hampton,62
212,LongIsland,46,MountStMarys,64
212,St.FrancisNY,66,St.FrancisPA,80
212,GardnerWebb,71,Longwood,78
212,Stetson,74,KennesawSt,61
212,CharlestonSou,69,HighPoint,68
212,NorthFlorida,61,Liberty,73
212,USCUpstate,49,Campbell,64
212,Winthrop,55,Radford,47
212,Lipscomb,60,Jacksonville,66
212,UMassLowell,79,AlbanyNY,71
212,Merrimack,72,CentralConn,52
212,Bellarmine,66,NorthAlabama,64
213,Connecticut,80,Xavier,72
213,WakeForest,85,FloridaState,92
213,IllinoisChicago,81,IUPUI,88
213,KansasState,60,OklahomaState,67
213,IndianaU,59,OhioState,78
213,TheCitadel,66,Chattanooga,70
213,LoyolaChicago,81,Drake,54
213,Samford,56,VMI,85
213,Oklahoma,91,WestVirginia,90
213,Canisius,89,Quinnipiac,70
213,Elon,53,CollCharleston,71
213,Northeastern,76,Towson,67
213,Auburn,80,Kentucky,82
213,Vanderbilt,72,MississippiSt,51
213,Butler,63,Georgetown,78
213,NCGreensboro,77,Mercer,74
213,BowlingGreen,88,Toledo,81
213,WesternCarolina,70,Furman,88
213,Oregon,63,Arizona,61
213,NoIllinois,58,KentState,80
213,IdahoU,58,IdahoState,64
213,Hofstra,89,JamesMadison,93
213,Tennessee,65,LSU,78
213,TCU,55,Texas,70
213,BostonCollege,67,Syracuse,75
213,EasternWashington,85,MontanaState,69
213,Iowa,88,MichiganState,58
213,FresnoState,67,AirForce,64
213,WiscMilwaukee,82,WrightState,92
213,Kansas,64,IowaState,50
213,SouthDakota,76,NorthDakota,85
213,Georgia,82,Alabama,115
213,SaintLouis,68,Fordham,40
213,MiddleTennSt,85,Marshall,96
213,CharlotteU,45,OldDominion,64
213,FlaAtlantic,75,TexSanAntonio,86
213,Wofford,49,ETennesseeSt,71
213,IllinoisState,80,SoIllinois,55
213,Duke,69,NCState,53
213,Arkansas,86,Missouri,81
213,UAB,64,LouisianaTech,69
213,WeberState,91,Montana,82
213,Fairfield,55,St.Peter's,50
213,Northwestern,50,Rutgers,64
213,Villanova,70,Creighton,86
213,EasternIllinois,67,TennesseeTech,80
213,ULLafayette,88,ULMonroe,72
213,NorthTexas,68,SouthernMiss,56
213,EasternKentucky,93,TennesseeState,73
213,MoreheadState,58,Belmont,73
213,SEMissouriSt,63,AustinPeay,78
213,SIUEdwardsville,60,JacksonvilleSt,80
213,Oakland,86,RobertMorris,81
213,IPFW,70,YoungstownState,72
213,NorthernKentucky,71,WiscGreenBay,66
213,Manhattan,77,Iona,70
213,UTArlington,68,TexasState,79
213,SouthAlabama,58,Troy,51
213,NorthCarolina,48,Virginia,60
213,Bradley,58,MissouriSt,80
213,Gonzaga,100,SanFrancisco,61
213,Rice,66,WesternKentucky,89
213,Mississippi,81,SouthCarolina,74
213,ArkansasState,67,ArkansasLR,65
213,Pacific,76,LoyolaMarymount,80
213,DetroitU,64,ClevelandState,71
213,LongBeachState,76,UCDavis,78
213,UCSanDiego,50,CSBakersfield,65
213,UCLA,64,WashingtonU,61
213,Valparaiso,70,NorthernIowa,57
213,Providence,57,Depaul,47
213,USC,76,WashingtonState,65
213,DenverU,75,WesternIllinois,82
213,SaintMarysCA,58,Pepperdine,60
213,NebraskaOmaha,47,UMKC,55
213,SouthDakotaState,86,OralRoberts,103
213,DixieState,93,UtahValley,89
213,TennMartin,55,MurrayState,84
213,FloridaIntl,68,UTEP,77
213,NewMexicoState,65,SeattleU,58
213,UNLV,59,BoiseState,61
213,Colorado,62,California,71
213,CalSantaBarbara,81,Hawaii,74
213,UtahU,66,Stanford,73
213,CalIrvine,73,CalRiverside,67
213,SacramentoState,71,CaliforniaBaptist,83
213,NJIT,67,Hartford,57
213,BostonU,65,HolyCross,82
213,NorfolkState,74,MorganState,69
213,StonyBrook,78,Vermont,86
213,Colgate,84,Army,74
213,UMassLowell,69,AlbanyNY,81
213,LoyolaMaryland,94,Lafayette,97
213,Stetson,75,KennesawSt,83
213,NorthFlorida,60,Liberty,80
213,AlcornState,70,MissValleySt,56
213,AlabamaA&M,58,AlabamaState,72
213,Lipscomb,71,Jacksonville,69
213,Lamar,75,HoustonBaptist,80
213,CentralArkansas,57,SamHoustonSt,97
213,Southern,73,ArkPineBluff,71
213,TexasSouthern,75,Grambling,73
213,Bellarmine,87,NorthAlabama,63
213,Wagner,95,FairDickinson,86
213,McNeeseState,66,NorthwesternSt,69
213,NichollsState,86,SELouisiana,84
213,TexasA&MCorpus,55,AbileneChristian,83
214,CentralFlorida,68,Cincinnati,69
214,Elon,66,CollCharleston,55
214,Northeastern,57,Towson,68
214,Michigan,67,Wisconsin,59
214,Hofstra,70,JamesMadison,74
214,Tulane,62,SouthFlorida,59
214,Nebraska,62,PennState,61
214,LoyolaChicago,25,Drake,29
214,Marquette,51,SetonHall,57
214,SacramentoState,70,CaliforniaBaptist,69
214,SouthDakota,81,NorthDakota,85
214,Bradley,57,MissouriSt,72
214,IllinoisState,49,SoIllinois,59
214,Pittsburgh,65,GeorgiaTech,71
214,IndianaState,76,Evansville,70
214,Fairfield,49,St.Peter's,66
214,SouthDakotaState,95,OralRoberts,80
214,MiamiFlorida,61,NotreDame,71
214,Minnesota,59,Maryland,72
214,OregonState,73,ArizonaState,75
214,Valparaiso,60,NorthernIowa,74
214,StonyBrook,57,Vermont,61
214,NJIT,61,Hartford,75
214,NorfolkState,68,MorganState,65
214,HolyCross,68,BostonU,86
214,Lafayette,69,LoyolaMaryland,88
214,Colgate,92,Army,83
215,MurrayState,86,SIUEdwardsville,57
215,Virginia,60,FloridaState,81
215,ETennesseeSt,51,Chattanooga,53
215,WashingtonU,65,WashingtonState,63
215,EasternKentucky,83,TennesseeTech,72
215,StephenF.Austin,89,NewOrleansU,79
215,Hampton,73,Longwood,83
215,USCUpstate,65,Presbyterian,75
216,NoIllinois,76,Akron,81
216,IowaState,58,OklahomaState,76
216,Providence,61,Connecticut,73
216,Missouri,70,Georgia,80
216,Dayton,89,RhodeIsland,91
216,BowlingGreen,75,BallState,62
216,KentState,76,WesternMichigan,69
216,MichiganState,65,Purdue,75
216,Temple,66,Tulsa,72
216,Florida,64,Arkansas,75
216,MiamiOhio,75,Toledo,87
216,AustinPeay,81,SEMissouriSt,86
216,Nebraska,50,Maryland,64
216,Xavier,84,St.Johns,93
216,LoyolaMarymount,76,SantaClara,73
216,Northwestern,66,Illinois,73
216,LaSalle,57,SaintLouis,78
216,St.FrancisNY,83,FairDickinson,75
216,Wagner,61,MountStMarys,39
217,Iona,70,Quinnipiac,74
217,NCState,74,Pittsburgh,73
217,Evansville,73,IndianaState,87
217,Marquette,73,Butler,57
217,Samford,64,Furman,78
217,SouthFlorida,65,CentralFlorida,81
217,Richmond,56,VCU,68
217,WesternCarolina,81,Chattanooga,89
217,NCGreensboro,77,VMI,88
217,Mercer,71,ETennesseeSt,64
217,Kentucky,82,Vanderbilt,78
217,TheCitadel,67,Wofford,81
217,Nebraska,71,Maryland,79
217,ArizonaState,71,USC,89
217,Valparaiso,52,LoyolaChicago,54
217,Drake,77,NorthernIowa,69
217,Kansas,59,KansasState,41
217,Wyoming,83,NewMexico,74
217,Depaul,52,SetonHall,60
217,Duke,84,WakeForest,60
217,UtahState,70,BoiseState,79
217,Minnesota,72,IndianaU,82
217,MissouriSt,68,SoIllinois,53
217,SouthCarolina,73,Tennessee,93
217,Northeastern,62,NorthCarolina,82
217,Wagner,57,MountStMarys,55
217,BostonU,78,HolyCross,69
217,SacredHeart,82,CentralConn,70
217,St.FrancisNY,90,FairDickinson,87
217,GardnerWebb,69,Radford,57
218,HoustonU,63,WichitaState,68
218,Iowa,77,Wisconsin,62
218,IllinoisState,88,Bradley,71
218,OhioState,92,PennState,82
218,BYU,80,Pacific,52
218,JacksonvilleSt,59,Belmont,63
218,EasternIllinois,68,MurrayState,59
218,SIUEdwardsville,57,AustinPeay,79
218,UtahU,56,OregonState,74
218,SacramentoState,69,SouthernUtah,88
218,SanDiego,71,SantaClara,60
218,Rutgers,64,Michigan,71
218,Arizona,60,UCLA,74
218,NorthernArizona,59,WeberState,92
218,TennesseeTech,86,TennesseeState,91
218,LoyolaMarymount,68,SanFrancisco,63
218,SaintMarysCA,65,Gonzaga,87
218,EasternKentucky,89,TennMartin,72
218,Montana,76,EasternWashington,90
218,SanDiegoState,67,FresnoState,53
218,IdahoU,64,PortlandState,84
218,California,51,WashingtonState,82
218,Colorado,56,Oregon,60
218,Stanford,79,WashingtonU,61
218,USCUpstate,65,Presbyterian,51
218,Campbell,76,Hampton,57
218,GardnerWebb,77,Radford,49
218,Longwood,70,CharlestonSou,62
218,Vermont,80,MDBaltimoreCo,71
218,Winthrop,76,HighPoint,70
219,Canisius,80,Fairfield,69
219,IUPUI,72,YoungstownState,70
219,Oakland,85,WiscMilwaukee,81
219,SouthAlabama,65,AppalachianState,63
219,Troy,66,GeorgiaState,80
219,WrightState,75,NorthernKentucky,81
219,RobertMorris,74,DetroitU,85
219,CalPolySLO,60,LongBeachState,64
219,Monmouth,86,Iona,91
219,SouthernMiss,85,FloridaIntl,72
219,Hawaii,75,CSNorthridge,74
219,ClevelandState,68,IPFW,75
219,SaintLouis,53,Dayton,76
219,Akron,88,BallState,79
219,OldDominion,69,UAB,76
219,Marist,54,St.Peter's,59
219,DenverU,57,UMKC,68
219,NorthDakota,62,NebraskaOmaha,72
219,CalIrvine,89,CSFullerton,78
219,WiscGreenBay,58,IllinoisChicago,61
219,CalRiverside,81,UCSanDiego,75
219,SouthDakotaState,68,NorthDakotaState,67
219,CaliforniaBaptist,61,GrandCanyon,71
219,UtahValley,69,NewMexicoState,66
219,Wyoming,79,NewMexico,67
219,Toledo,80,Buffalo,70
219,TarletonSt,77,DixieState,59
219,UNLV,76,SanJoseState,60
219,UtahState,77,BoiseState,81
219,CSBakersfield,66,CalSantaBarbara,71
219,Vermont,55,MDBaltimoreCo,66
219,Campbell,73,Hampton,68
219,Longwood,64,CharlestonSou,58
219,Winthrop,71,HighPoint,63
219,Jacksonville,75,Stetson,91
219,KennesawSt,62,Lipscomb,76
220,MichiganState,78,IndianaU,71
220,GeorgiaTech,87,MiamiFlorida,60
220,Siena,62,Niagara,64
220,CentralFlorida,84,Tulane,81
220,LaSalle,82,St.Josephs,91
220,Connecticut,60,Villanova,68
220,Wofford,80,WesternCarolina,56
220,VMI,74,TheCitadel,75
220,Kentucky,70,Tennessee,55
220,Vanderbilt,78,Alabama,82
220,Furman,70,Mercer,60
220,SacramentoState,57,SouthernUtah,77
220,Missouri,93,SouthCarolina,78
220,EasternMichigan,51,KentState,64
220,NorthernArizona,52,WeberState,74
220,NCState,80,WakeForest,62
220,NotreDame,67,Syracuse,75
220,TexasTech,61,Kansas,67
220,Elon,75,William&Mary,54
220,EasternWashington,90,Montana,76
220,GeorgeMason,79,VCU,76
220,BYU,88,LoyolaMarymount,71
220,WestVirginia,84,Texas,82
220,PortlandState,71,IdahoU,40
220,Illinois,94,Minnesota,63
220,Georgia,63,Florida,70
220,Rider,64,Quinnipiac,80
220,Auburn,80,LSU,104
220,SouthAlabama,56,AppalachianState,54
220,Troy,53,GeorgiaState,65
220,Pacific,80,PortlandU,58
220,Stanford,76,WashingtonState,85
220,OldDominion,65,UAB,58
220,FloridaState,79,Pittsburgh,72
220,OralRoberts,84,SouthDakota,86
220,Duquesne,72,Richmond,79
220,JacksonvilleSt,77,TennesseeState,76
220,Canisius,53,Fairfield,66
220,EasternIllinois,76,AustinPeay,69
220,RobertMorris,61,DetroitU,80
220,TennesseeTech,66,Belmont,90
220,IUPUI,70,YoungstownState,77
220,WrightState,77,NorthernKentucky,71
220,ClevelandState,67,IPFW,55
220,KansasState,62,TCU,54
220,Chattanooga,55,NCGreensboro,60
220,Oakland,87,WiscMilwaukee,89
220,MoreheadState,79,TennMartin,69
220,SetonHall,75,Georgetown,81
220,EasternKentucky,72,SEMissouriSt,94
220,Louisville,54,NorthCarolina,99
220,Arizona,81,USC,72
220,MiamiOhio,69,NoIllinois,64
220,Pepperdine,82,SantaClara,86
220,Oklahoma,66,IowaState,56
220,MississippiSt,66,Mississippi,56
220,Purdue,75,Nebraska,58
220,Hawaii,80,CSNorthridge,88
220,Monmouth,65,Iona,88
220,CalPolySLO,69,LongBeachState,74
220,SanDiegoState,75,FresnoState,57
220,Depaul,88,St.Johns,83
220,Colorado,61,OregonState,57
220,Marist,51,St.Peter's,50
220,Virginia,65,Duke,66
220,NorthDakota,81,NebraskaOmaha,69
220,CalIrvine,64,CSFullerton,67
220,WiscGreenBay,69,IllinoisChicago,59
220,DenverU,69,UMKC,80
220,SanDiego,69,Gonzaga,106
220,CalRiverside,82,UCSanDiego,83
220,SIUEdwardsville,62,MurrayState,89
220,SouthDakotaState,82,NorthDakotaState,84
220,CaliforniaBaptist,65,GrandCanyon,62
220,UtahU,64,Oregon,67
220,UtahValley,60,NewMexicoState,67
220,TarletonSt,48,DixieState,64
220,CSBakersfield,44,CalSantaBarbara,63
220,ArizonaState,79,UCLA,80
220,California,51,WashingtonU,62
220,Navy,72,American,60
220,NewHampshire,69,UMassLowell,67
220,BostonU,72,Colgate,82
220,LoyolaMaryland,75,Lehigh,47
220,MountStMarys,71,FairDickinson,76
220,HolyCross,65,Army,69
220,StonyBrook,59,AlbanyNY,43
220,Merrimack,58,Bryant,60
220,Binghamton,76,NJIT,63
220,N.CarolinaA&T,57,FloridaA&M,71
220,SacredHeart,76,St.FrancisNY,88
220,Jacksonville,86,Stetson,82
220,Lamar,68,TexasA&MCorpus,77
220,CentralArkansas,68,NichollsState,79
220,CentralConn,74,LongIsland,87
220,St.FrancisPA,52,Wagner,67
220,KennesawSt,63,Lipscomb,77
221,RhodeIsland,70,GeoWashington,78
221,Siena,68,Niagara,66
221,Michigan,92,OhioState,87
221,Cincinnati,52,HoustonU,90
221,GeorgiaSouthern,55,CoastalCarolina,65
221,Rider,68,Quinnipiac,93
221,SouthFlorida,83,Temple,76
221,Maryland,68,Rutgers,59
221,Davidson,58,St.Bonaventure,69
221,UNLV,67,SanJoseState,64
221,Evansville,71,Drake,85
221,ArkansasLR,66,ULMonroe,78
221,PennState,68,Iowa,74
221,Valparaiso,66,SoIllinois,65
221,Wisconsin,68,Northwestern,51
221,Butler,51,Xavier,63
221,BostonU,63,Colgate,78
221,StonyBrook,59,AlbanyNY,67
221,MountStMarys,74,FairDickinson,61
221,SacredHeart,88,St.FrancisNY,82
221,Binghamton,72,NJIT,58
221,Army,51,HolyCross,67
221,N.CarolinaA&T,70,FloridaA&M,63
221,Bryant,76,Merrimack,60
221,CentralConn,79,LongIsland,81
221,St.FrancisPA,68,Wagner,70
221,Lehigh,76,LoyolaMaryland,72
221,Navy,69,American,60
221,PrairieViewA&M,77,TexasSouthern,75
222,EasternKentucky,87,SEMissouriSt,65
222,ArkansasLR,64,ULMonroe,68
222,NCGreensboro,77,WesternCarolina,56
